ds,yhat,yhat_lower,yhat_upper
2025-05-02,131812.25090410523,136787.80709023937,159053.44155552544
2025-05-03,178055.88621872198,129473.26935367039,152795.9231647572
2025-05-04,121962.97874415439,150268.90451389903,153286.53141543368
2025-05-05,161737.1418760054,129074.91297540725,131036.49183206199
2025-05-06,193809.1125161996,98085.41557227614,180373.9323692005
2025-05-07,130189.27349738622,152714.58701285184,129714.81267655629
2025-05-08,138674.04540794456,113696.81858447286,142974.23571215323
2025-05-09,151993.02730175282,118232.20590432125,124337.06380027227
2025-05-10,139930.48691767603,119278.09670721715,168106.46675860035
2025-05-11,118986.73137867734,154739.88567707472,166692.9498740188
2025-05-12,151371.25949612053,91557.86414838348,162812.6833099
2025-05-13,128753.92572547791,186479.47360587987,147063.29071724732
2025-05-14,159471.84861270364,149009.02256318892,144210.8574243939
2025-05-15,131611.51531532395,134018.30045432487,180216.13699802462
2025-05-16,180998.6881003508,129011.90798890684,157887.85750241327
2025-05-17,134334.93415327527,135139.97334743783,176959.88307379518
2025-05-18,143558.7696758865,139380.2037108281,150524.5289052671
2025-05-19,166270.3443473934,141613.88054710103,173983.3803409638
2025-05-20,125382.7136713209,140000.88038806207,198672.1168209534
2025-05-21,154549.1986920826,131612.45226259448,182895.64760864124
2025-05-22,176142.85508564857,126447.90843446813,160926.89599923743
2025-05-23,117850.33530877545,127277.08089423679,175658.3773478304
2025-05-24,153692.6771706461,126491.65095365174,164705.3661603353
2025-05-25,155197.65588496847,150407.86174360715,170173.364063284
2025-05-26,165636.4574355462,140684.02100105552,162836.55685273293
2025-05-27,125260.98578243837,77073.00457604296,166384.6254705214
2025-05-28,123590.86773831447,141806.2139775357,174666.05376763185
2025-05-29,160438.83131233795,133505.25150493794,148146.10860919708
2025-05-30,155939.69346466372,129663.24238397385,147650.66580622047
2025-05-31,155009.85700691753,123006.66784440006,139452.06381571337
2025-06-01,156928.96418993952,150234.02895974825,134794.03570091838
2025-06-02,136399.50556843018,147055.47631821144,143219.78077114944
2025-06-03,154645.07394322008,116088.20197917504,173508.17514969085
2025-06-04,155861.44946597362,137326.94116824164,150358.67465917856
2025-06-05,135712.97163947264,112510.17877825686,181299.5182130841
2025-06-06,187315.49022289514,105166.87303379925,170763.70247255635
2025-06-07,159476.65841823575,118719.08995738062,126692.90730436282
2025-06-08,126173.93005594703,145523.08250288965,184409.4628528772
2025-06-09,163131.0721726766,147156.25081676955,187837.57020301762
2025-06-10,130506.36659545357,139235.53756175126,148135.02115363322
2025-06-11,165741.69207484904,143051.72416326395,179244.21394368983
2025-06-12,173171.9115801481,139291.20916806924,151157.03877699762
2025-06-13,133586.3536329658,118453.33128598686,172148.74828846336
2025-06-14,169267.52258488644,137774.60580413093,142181.03504699076
2025-06-15,158255.61853872996,144407.3714540983,130551.6580442393
2025-06-16,166441.2031998898,143577.24393664434,161578.0218285147
2025-06-17,187935.85965307895,151400.4406865436,167277.96318195362
2025-06-18,145092.2376799426,142749.46924961914,161251.04674047872
2025-06-19,134925.2767128502,136326.06773574848,143951.3277191037
2025-06-20,132209.71140748952,149262.70428969568,161202.22063311498
2025-06-21,133683.79430069122,129522.61733351692,175924.48455677615
2025-06-22,148457.9658117179,114126.25627790108,169012.3533373042
2025-06-23,156823.03949633287,127064.79464901226,174015.02267318268
2025-06-24,155533.81598660038,116591.75239348391,155257.46559000688
2025-06-25,166543.66498072047,117846.79105046114,195777.7941237555
2025-06-26,150260.03783755813,127398.66392712068,144124.18659579483
2025-06-27,179070.68154314635,115736.4414220007,180726.3265359078
2025-06-28,144706.86333524087,124456.69246649728,196001.60404511917
2025-06-29,204403.38333179237,95914.93599483186,180579.9780404757
2025-06-30,162513.34695530013,133839.2867327129,165544.46700457373
2025-07-01,132856.84887167436,130021.69855652003,158377.46497341446
2025-07-02,128582.15003877775,115292.40464077257,192793.92832301764
2025-07-03,159649.4483048637,141866.4220317833,138694.55164424318
2025-07-04,145530.74429348297,146876.26247727804,148657.26627164785
2025-07-05,164280.00988184183,101063.92244135847,161253.72915918214
2025-07-06,159464.7524914709,116270.95398580814,197228.38266526395
2025-07-07,148543.42174686256,116155.43770382863,178354.88799289972
2025-07-08,133064.1256386319,113081.74418004043,148702.9933127746
2025-07-09,119703.0555062827,144930.54715477148,163173.2304815321
2025-07-10,141069.70095865958,126511.12950208953,156484.89082988154
2025-07-11,167127.97588646944,125238.73285640901,154384.64217086224
2025-07-12,154281.87488260408,93930.47744067843,191535.57028824915
2025-07-13,125085.22442576024,141437.52454376608,139821.6511562029
2025-07-14,153463.61851702363,107693.3488926375,205393.17882615622
2025-07-15,157706.34759457674,131078.7873447939,188221.0531840617
2025-07-16,132322.85127597733,134992.78488324746,193998.95675328135
2025-07-17,153074.50211891055,154491.85472509573,159815.33073544432
2025-07-18,151164.17436892,106441.23281585598,166701.30418025958
2025-07-19,127140.59404338754,75648.78119522514,138470.66008045635
2025-07-20,157155.74720696567,133309.29180556652,158457.42704453034
2025-07-21,161215.6905273647,162409.20126719537,180860.4066481493
2025-07-22,171661.02486350553,152301.03435290986,198513.38735919073
2025-07-23,171076.04104069807,133773.86947494326,145642.55003034606
2025-07-24,122446.61264085818,121150.54865862314,161958.86938632416
2025-07-25,131243.49920169753,144528.20673947159,166671.41715488452
2025-07-26,160300.70534417318,112476.16840531956,139292.63755176534
2025-07-27,160275.71901824418,138574.43984841194,183009.6833186848
2025-07-28,160300.95372612096,139098.46286499928,154072.2127016626
2025-07-29,220000.0,149083.77833497984,165701.41227410547
2025-07-30,161417.81021386333,179673.8807003994,160057.1138179387
2025-07-31,172711.31280361197,137063.4874092178,152634.55287416716
2025-08-01,169080.03526986405,120838.65473726502,169845.0103194278
2025-08-02,163027.82502611596,129539.6623805441,165256.5892715035
2025-08-03,143694.6151071931,98156.63371199588,161819.12658986935
2025-08-04,165179.38440986534,117495.16364039696,153973.84432303245
2025-08-05,134543.49570924856,122632.91611396412,177029.54275722502
2025-08-06,145263.6278651998,120566.40883717734,206379.57990683027
2025-08-07,140292.72904341793,132742.387696607,173077.5191224608
2025-08-08,151637.48278772645,115196.44121712039,191914.60072804484
2025-08-09,196293.17133347018,150178.55201184048,139415.1176466238
2025-08-10,112654.69614816504,130003.72716852755,173470.75166446294
2025-08-11,163725.20380749027,129832.59421950494,145857.89698263654
2025-08-12,117745.68257620696,124097.89510276748,137507.65159429816
2025-08-13,140561.36268421134,132793.4323094616,153733.8290359012
2025-08-14,171779.0119393473,144851.7687640174,196221.78535709862
2025-08-15,151285.60038190926,114391.65611720379,190900.3482307322
2025-08-16,128445.10444141387,118153.90319664538,175346.1038851968
2025-08-17,135693.92581480063,124532.93148202004,136280.58768242152
2025-08-18,163591.9549786935,105774.32337748213,165681.82566946538
2025-08-19,135392.66736565725,115253.35852501304,176637.40019583819
2025-08-20,154329.1717916395,121428.02427619614,173861.79705072916
2025-08-21,150911.43679807626,145739.00525282908,129436.5411634236
2025-08-22,136967.99304788365,134726.10392203464,150413.00734356281
2025-08-23,192878.8817865065,133484.6184046158,168590.28918872823
2025-08-24,162678.3804463602,145316.1633190235,181798.40000937818
2025-08-25,109497.14826684786,127527.30780881086,121685.18793580118
2025-08-26,153729.08629538855,137028.36729872003,166433.2725394431
2025-08-27,136764.27070463225,128142.00844721506,173147.07293733695
2025-08-28,167048.66669592448,134776.52228919332,188691.4637473567
2025-08-29,134149.585231346,119510.34416299152,185242.86685322362
2025-08-30,147705.27117066202,86101.29115102428,182816.56901379372
2025-08-31,160099.74557960915,127582.97508064653,152401.30885255744
2025-09-01,167315.10388340242,155609.46644979893,128023.95298328724
2025-09-02,125994.07185888448,146671.87724034867,161352.83934464917
2025-09-03,143309.97528318103,147377.15472264108,192035.90015458834
2025-09-04,140501.09377678088,152250.35299251194,200655.99960553748
2025-09-05,136933.41534852577,131595.83663730588,185632.08025055128
2025-09-06,185309.08480562194,133551.68273330072,179445.49810163816
2025-09-07,158099.63421921912,118882.2658821817,178352.07226449123
2025-09-08,124782.3209132991,124310.6885915131,157765.38757126284
2025-09-09,168357.23894109554,141083.88069588054,167138.67354182035
2025-09-10,192443.12394025267,151669.91986903868,206719.52956817928
2025-09-11,170649.30521102293,127489.96703774201,149263.72387257873
2025-09-12,119612.60068091973,121896.5932326746,205525.13339561672
2025-09-13,140315.31854267497,130009.50325941875,162915.38060117472
2025-09-14,175338.22298373247,140821.72148072405,199159.50640009172
2025-09-15,135846.61068762437,104010.61330959624,139050.06979105415
2025-09-16,158876.38856292458,88668.7428435297,182889.89242562227
2025-09-17,165492.68106858674,120090.3367091515,153791.0570091523
2025-09-18,131461.39056843834,108027.17633354514,138864.12177766787
2025-09-19,148809.492878764,120853.4764423484,174807.7489330408
2025-09-20,90000.0,127339.95426128551,192208.37934911132
2025-09-21,129512.2471733142,121841.52863758575,151411.28835094307
2025-09-22,144948.6369721368,156144.41562047342,137021.64886991517
2025-09-23,125044.33636070302,135881.40576284175,167979.41518463098
2025-09-24,182648.2260786327,135408.5384729949,168076.42276690202
2025-09-25,121397.17244078734,141199.72859278123,182063.03180619897
2025-09-26,141199.11026606034,109501.00387994616,190891.08057001873
2025-09-27,152614.81154572184,148704.01217356484,168692.86601200514
2025-09-28,178825.4657813223,128636.24284236172,210821.0729254738
2025-09-29,121282.75697641121,142068.65111034183,174933.16437977643
2025-09-30,173263.2750430992,110706.5698052772,162378.6168678482
2025-10-01,150204.66122039175,102032.34221171084,134545.5180997378
2025-10-02,130369.82697904098,144722.01384445053,164221.4905530443
2025-10-03,159242.0694852654,136775.3714697553,162599.48720095502
2025-10-04,153981.1939114694,113763.07202156482,191126.70551819235
2025-10-05,137995.6624568241,114346.0645370555,180174.6397294708
2025-10-06,151396.04169980038,150257.82611946584,144053.87932408243
2025-10-07,142293.7280627648,108590.5859283881,173789.59650104283
2025-10-08,152270.34690502496,159568.11315860733,184773.6857780392
2025-10-09,163242.61349042095,113788.82677633836,203616.68990653232
2025-10-10,181720.33632290704,141491.0546609509,189525.08728310931
2025-10-11,125243.69002346302,124084.86743651828,186738.6263948525
2025-10-12,192660.66749312534,140857.37375948217,171321.8918815336
2025-10-13,110958.24400954996,120205.94796194453,178542.8641193159
2025-10-14,146964.29809928834,127069.72769069871,197489.1078155355
2025-10-15,161766.34412969154,130736.54515712298,140678.8972554477
2025-10-16,155619.83735470066,111960.62579593349,162312.33480122697
2025-10-17,137546.0096035881,143334.83821756227,153003.4875273627
2025-10-18,145837.5549928545,120762.15580351147,178341.36861197473
2025-10-19,140139.98130682335,125885.20152387966,197064.88786431734
2025-10-20,138212.70486111578,112101.71125704679,156866.56569213638
2025-10-21,166992.0419404205,83877.99414168441,117413.30391567237
2025-10-22,157140.30971930095,126561.50027319696,160931.14360946167
2025-10-23,136141.80809478692,173427.07758903247,190096.42210438295
2025-10-24,167991.99750866502,144122.87718216443,181827.85786489735
2025-10-25,156145.9904175322,129653.31316478089,179420.09745183267
2025-10-26,166257.2423767792,125267.96507425119,163840.14735876146
2025-10-27,162592.57683847225,130404.38607061683,141861.3238031647
2025-10-28,133420.09978155856,139848.1440731538,181336.47507573827
2025-10-29,138796.37919606062,108745.36932444079,151645.80017923826
2025-10-30,164945.87210246525,150057.7905040397,218050.12813437002
2025-10-31,162207.4053086693,142876.8636779424,182551.15858379935
2025-11-01,149581.96812071704,142927.34306274282,157225.7373438131
2025-11-02,152346.54766617564,137892.56329857509,156549.52455745018
2025-11-03,175553.2979157685,130353.09983849182,167955.22745450106
2025-11-04,138168.5722232834,142111.50224740276,164730.9577155215
2025-11-05,160941.94762340075,140652.65440734482,194570.343061659
2025-11-06,145956.14695132212,123627.26720306156,174101.155734369
2025-11-07,145646.37593545558,119675.16808785578,153904.10174401238
2025-11-08,171975.5370397438,131833.41331471576,211589.69507342722
2025-11-09,166508.3269797606,157882.36272691336,171084.7832934449
2025-11-10,166270.19272001277,107696.07263822979,186914.47287131572
2025-11-11,176109.5761430866,103584.54521645608,156619.0168362153
2025-11-12,150420.07683265518,132965.6951422573,177988.54381037952
2025-11-13,163639.0594258993,130915.97863340832,176844.4198051503
2025-11-14,143794.66486813087,133120.14995866735,128427.71557388463
2025-11-15,156483.32704976885,134391.157562353,214336.0524301341
2025-11-16,147397.1389126463,125982.35941657351,198394.17814029605
2025-11-17,151939.91929985437,156817.5418948375,161261.70304478827
2025-11-18,161903.14050873826,101183.72838742271,145750.06570997118
2025-11-19,133635.58633533056,115087.05355395557,177646.35550367815
2025-11-20,191847.7455137092,128141.41431731715,171907.34938711673
2025-11-21,129879.65237000596,100422.601399225,177824.71686839106
2025-11-22,125716.22774424535,126834.62072022272,174214.70271626997
2025-11-23,173162.21747000137,159906.46298310434,181137.30176473036
2025-11-24,165833.25387925873,130375.9567893273,201840.72538661974
2025-11-25,162482.39634104312,134152.6163029363,182498.2705128302
2025-11-26,162566.9101852856,107317.03422689356,146907.5790239813
2025-11-27,149755.06454306172,118905.49465528941,199976.38275967393
2025-11-28,132054.91257028337,123246.46515416913,206093.52039674233
2025-11-29,151516.09116387452,124281.12825838779,239345.24815926587
2025-11-30,136456.76576975777,153069.58831006783,145283.13126872884
2025-12-01,169502.39466835503,140038.43909305223,175343.40428930605
2025-12-02,147058.85236995723,109993.75677513343,124193.82852984229
2025-12-03,133490.05606414977,134437.0860117761,182169.2814403426
2025-12-04,143572.28316694012,138967.99147294214,157939.593440331
2025-12-05,158258.62908551248,150522.68269338278,212315.80748614896
2025-12-06,138725.50894392052,158449.7323582307,152958.4706595912
2025-12-07,133555.59208867137,111728.30454709836,132837.97316472023
2025-12-08,154873.74422983825,115404.56479821392,159632.19770454458
2025-12-09,154899.33142217447,107363.5985395369,126539.26903322298
2025-12-10,139861.1364925774,125787.64253607433,186524.18799916081
2025-12-11,140579.23388763354,138394.45074003402,124568.17298236095
2025-12-12,154640.9987471527,147772.02129860382,170626.0667860295
2025-12-13,121038.31317005352,128632.88157443459,124288.13996316367
2025-12-14,121850.72451246889,124242.74458141282,162953.44830019388
2025-12-15,135631.11557495128,132731.6438604773,206154.31942769975
2025-12-16,145731.05696576304,114967.42777065959,177934.25361158748
2025-12-17,156218.1513119601,167611.6969905059,151003.14069077146
2025-12-18,179507.12433899104,101062.10151187493,169313.52324334014
2025-12-19,167153.1924640404,133325.33042012303,170396.37118497782
2025-12-20,146801.22940073145,166424.9119461335,180397.86760855492
2025-12-21,149619.6758419462,130122.39720207996,139929.1160078218
2025-12-22,129949.41270724383,126579.2973699731,183036.48002464126
2025-12-23,149629.7372801522,123565.98238941231,110503.38410473894
2025-12-24,144226.82722159722,126752.94972827665,156142.53984799617
2025-12-25,156454.3712067618,154711.27254417754,159257.975466066
2025-12-26,133455.38112895354,90186.48559606887,183933.19017356724
2025-12-27,160386.93028482344,157601.80662333386,170497.8787588911
2025-12-28,180654.77826005156,104368.77125589739,139077.6128151617
2025-12-29,147824.79703086286,125200.25807378054,148330.15123202567
2025-12-30,158034.23444197883,122273.60043462408,174370.96021004295
2025-12-31,163802.87983422226,140593.95885587294,168260.51847897976
2026-01-01,141975.59056228327,101233.76166609254,157259.2695880136
2026-01-02,154481.84963620832,138319.10798947496,159421.65663073646
2026-01-03,150251.8480156359,166437.57321916334,185315.69593750435
2026-01-04,151953.52197097664,105462.86791732941,158610.76339687727
2026-01-05,134539.80432289068,133414.71101698713,168061.9926313604
2026-01-06,150490.20348517885,118084.32079966104,217738.60493777195
2026-01-07,159959.96582490898,137665.96971147464,138678.98198855369
2026-01-08,179022.87215590084,130344.65999348354,129259.45990535751
2026-01-09,169185.41652170414,118453.23563720242,187238.97262556935
2026-01-10,193063.64915023113,138781.70112767932,155069.85265152974
2026-01-11,134653.048742239,162478.26597616138,162998.77438966234
2026-01-12,167446.41273441358,126563.73174890863,152814.5596811155
2026-01-13,153666.84011476702,142955.64295866727,164284.3969031147
2026-01-14,193796.05866435345,106721.08675831906,205167.83846611952
2026-01-15,133834.03429289698,112784.14521727584,187646.82608959862
2026-01-16,133205.56315638448,138503.31300184678,188968.9172615135
2026-01-17,138012.14709111955,156714.08851364738,138843.0047725618
2026-01-18,107522.08551380386,136401.04027814188,144674.61779583688
2026-01-19,139484.8995663848,124364.95545058322,110000.0
2026-01-20,134817.34676892604,129987.24529762038,152193.6219361794
2026-01-21,153007.87572952415,107492.6607885451,191047.4701004845
2026-01-22,156835.1195155432,140881.2758743966,181372.82334646417
2026-01-23,187523.41678431773,145881.99512182135,165126.70821505328
2026-01-24,169008.476763721,121862.37400900455,169509.39375820284
2026-01-25,138461.92688675193,121539.24134032897,154844.5180633411
2026-01-26,132031.70657303283,134785.80813373686,174504.69541283924
2026-01-27,159838.3834301301,122139.04475126928,186849.32214857353
2026-01-28,123595.33585958715,128809.6129367352,134450.4906769696
2026-01-29,186629.17531708707,167794.99220499728,176592.24913242165
2026-01-30,173588.80241442574,125553.53738657206,190513.5671610027
2026-01-31,140616.4869579059,123549.877263618,160867.79364280586
2026-02-01,115737.30941818244,118344.24749856713,185415.41346665286
2026-02-02,177077.44748330826,143395.45548699886,231922.39777839617
2026-02-03,147709.20309494765,126737.96488207414,167704.45855428837
2026-02-04,174756.32623946923,118311.28531021433,178652.75510011712
2026-02-05,118111.44682411266,153783.4725809142,153762.7441594494
2026-02-06,138012.49954092453,155552.85408124546,173987.5255772451
2026-02-07,150104.87399436368,119192.37581670331,180125.9757496107
2026-02-08,150939.61187529485,96402.2808755089,174286.53148594304
2026-02-09,140998.6905704151,148135.2464170646,147566.70296640514
2026-02-10,162456.99864694997,117676.66313631993,174539.95896915992
2026-02-11,128647.59141234812,144231.26078492982,202168.31065178802
2026-02-12,147152.41029957414,94538.13128118696,179869.9868193196
2026-02-13,152405.912634238,146066.75208938756,191163.7181595805
2026-02-14,160288.776681175,108198.90527294594,164785.7366597222
2026-02-15,164232.29756177778,143153.75414319744,186497.80526732164
2026-02-16,127507.15816324262,130256.91522105581,176143.89244076356
2026-02-17,119317.71658528756,112829.09045086039,149079.9639468809
2026-02-18,175553.53643797018,122673.34636731795,177007.46210557525
2026-02-19,156646.28023959184,142353.73222522062,148182.67340431316
2026-02-20,135030.26926886893,131906.10015607422,156076.63395253458
2026-02-21,181023.03951045044,140519.43364850472,174165.22276043223
2026-02-22,152313.49268585717,165575.93052127873,176539.37401436272
2026-02-23,173585.94368127652,101843.65098920108,143836.88576830315
2026-02-24,151350.36962820217,159109.82634943523,193187.6869660233
2026-02-25,191214.95849763975,131878.40687541783,182584.1381226104
2026-02-26,185106.81684886408,113821.88713018369,154495.97441656055
2026-02-27,145020.71703041854,106054.35473669818,136173.13447811815
2026-02-28,169431.4190190871,126595.8329660134,166812.09926020852
2026-03-01,162907.51899170296,146589.70201464026,160189.23829505447
2026-03-02,177372.63115064698,127704.11583320439,172489.0900551665
2026-03-03,130701.53078839791,157200.78874445226,162011.43345457755
2026-03-04,163721.0291999688,103878.83757907194,125835.94906360979
2026-03-05,171168.48973699176,129782.39893877102,161456.36735737452
2026-03-06,114825.21027153771,107456.91800056386,163276.37955649712
2026-03-07,126334.8297466845,136545.3738872494,183940.54254502928
2026-03-08,109215.35644479799,145963.97302175142,154639.6071585569
2026-03-09,144611.86331110884,122426.28771374104,206930.84281419645
2026-03-10,164350.84511591925,83124.15058071158,127943.90788566135
2026-03-11,180047.14104192055,133581.0666423369,198845.68495165775
2026-03-12,151481.8956083955,137861.29393120317,165064.9826406817
2026-03-13,182572.31091142583,137277.30558931056,188910.86719155824
2026-03-14,122397.97083570217,152244.07945279876,171755.63264929212
2026-03-15,115932.3512128969,110721.03376631712,195070.22179256033
2026-03-16,148889.04602206763,142243.8898981081,161478.03677983815
2026-03-17,157681.30897878614,151465.13522460355,145830.35064608813
2026-03-18,149346.10503811814,97985.4234878827,201251.0943199634
2026-03-19,108651.15799920246,135753.7328665416,167503.42579059288
2026-03-20,148217.59920974422,120924.76304186191,174874.28641973264
2026-03-21,123910.60998990294,128532.59188417037,197164.54210898548
2026-03-22,163393.45097660075,136258.17670369006,147296.98467392244
2026-03-23,157331.96492193697,121229.88584595606,183100.79974806367
2026-03-24,131202.4042734529,117837.25457509099,157022.3153578164
2026-03-25,139722.66165326614,130614.74351478444,167092.2741758238
2026-03-26,128815.72956222096,110429.57310046956,171590.13723845436
2026-03-27,148746.41805453657,110455.14768006666,136995.1190481674
