date,unit_name,electricity_kwh,steam_usage,fuel_usage,production_tons,total_energy,SEC
2021-05-17,NCU,91927.79881389208,49080.73364202933,26218.41299738615,2116.9335982800803,167226.94545330756,78.99489411910342
2022-01-07,NCU,86032.64672360575,41965.73165219991,33175.49081339024,1707.5522292511682,161173.8691891959,94.38883708984834
2023-06-03,DCU,87742.04695170399,51686.5924064799,29550.490193273898,1788.214683867487,168979.1295514578,94.49599708352453
2021-03-01,VDU,100830.2038067586,46854.15730587436,45294.70725430619,2154.941330066505,192979.06836693914,89.55188973102274
2024-12-13,Hydrocracker,103859.6966939825,35932.79302515821,26577.480698286858,2152.2697709140693,166369.97041742757,77.29977564418898
2024-06-27,Hydrocracker,94031.34149348566,49861.96176268245,24148.396096224904,2036.0145583028661,168041.69935239299,82.53462563276821
2021-10-03,CDU,95520.42841641912,40042.737174643305,32223.93900569549,1795.729621083838,167787.1045967579,93.4367304669662
2024-01-06,VDU,77027.99850507166,44552.37072750332,37967.16176266967,1747.1440386284032,159547.53099524466,91.31904838280968
2021-12-10,NCU,98612.75340476312,57410.52091431148,36053.3333649368,1257.0574830211176,192076.6076840114,152.79858739823806
2023-06-16,CDU,83714.4104815586,49158.332389264106,32862.98062680523,1822.0867436718947,165735.72349762794,90.95929382792994
2021-04-16,VDU,83397.51508662608,42454.205954538076,23082.47357966256,1818.8029445499556,148934.19462082672,81.88583324384214
2021-08-28,VDU,83520.98307801856,44670.96384691989,36875.201639313855,1543.123811880499,165067.1485642523,106.96947794687732
2024-07-12,Hydrocracker,103625.11002054061,36547.60722657103,34070.86026013034,1683.7888993844556,174243.57750724198,103.4830301892003
2023-09-07,CDU,94235.25545664737,38365.313957021644,20532.721472961755,2369.4399667498365,153133.29088663077,64.62847467567785
2024-01-29,CDU,75988.49103596185,42896.12619946286,33125.092134223516,1645.9925980134835,152009.70936964822,92.35139304581672
2024-08-01,VDU,83546.61265125894,41327.16118151235,34780.10916197691,2256.3247605508914,159653.8829947482,70.75837919527507
2023-04-12,VDU,82487.11588662057,38021.62840897061,34144.33048306706,1642.3922757162227,154653.07477865822,94.16329890568703
2022-06-04,Hydrocracker,84777.8386254416,51510.504190255204,26377.40465232617,1299.7328468258916,162665.74746802295,125.15321734406639
2023-06-26,NCU,109316.95232232235,30482.661728432457,21541.63231578592,1285.194935956562,161341.24636654073,125.53834585914822
2022-03-13,Hydrocracker,69313.8634799582,44193.806728995805,22939.49277051102,2000.1142284624939,136447.16297946504,68.21968517485784
2024-08-11,DCU,81249.12132702614,42132.436265053286,28340.5173615097,2204.327850134084,151722.07495358912,68.82917844746198
2023-01-21,Hydrocracker,102263.85785005066,60273.30044381406,24846.550379395412,1397.1946960269122,187383.70867326012,134.11424277955518
2024-09-15,CDU,88531.7067286556,42393.820000897846,24477.417275025953,1972.4823734189872,155402.9440045794,78.78546652622953
2024-11-27,NCU,80734.1734475878,51705.95570558575,20860.87366955863,1436.4324703381874,153301.0028227322,106.72343182735189
2024-09-13,CDU,110393.28726546832,42363.6207735619,22704.656227646436,1593.5165216482135,175461.56426667664,110.10966116949476
2022-09-08,VDU,97045.33408312788,38772.07274395778,15239.936693110621,1547.6616003913136,151057.34352019627,97.60359983216141
2023-07-01,DCU,78554.55629559117,44558.343854080784,31363.619326607928,1735.8746667410785,154476.51947627988,88.99059502164015
2024-08-17,VDU,90028.26723033759,37086.73132202485,29698.429029039657,1844.1790570783294,156813.4275814021,85.03156294911857
2022-05-28,NCU,91254.14417255964,49660.608825912495,34215.309403990876,1605.736129244323,175130.062402463,109.06528115854323
2021-12-29,DCU,85761.09161737307,50828.21633517655,42177.95963711396,2020.8389387928582,178767.26758966356,88.46190765526798
2024-03-10,CDU,78649.38329301742,51284.66872584672,33779.024982508025,1476.0278150659633,163713.07700137218,110.91462866101604
2021-10-01,VDU,74031.68382151115,51867.55777622913,31172.56445268501,1767.420747886922,157071.80605042528,88.87063606004165
2023-01-31,Hydrocracker,82521.28328876762,51424.751925705736,38074.99798010782,2140.968992587334,172021.03319458116,80.34727910127083
2021-07-23,DCU,70715.8092252514,37580.82249543804,19622.519029633484,1858.0763648204586,127919.15075032294,68.84493725460173
2023-10-09,CDU,73990.4604922972,41083.365611720874,28918.415857041062,1535.8886338401232,143992.24196105913,93.75174657100031
2022-11-08,DCU,97572.38700291346,40250.35463239819,32267.46004688496,2012.1260461727968,170090.20168219658,84.53257786992019
2023-06-12,CDU,102998.29296626177,38994.29066774877,26009.110273485607,1899.2666298910674,168001.69390749614,88.45608681974889
2024-07-23,Hydrocracker,80253.83910378402,35598.222859738045,22560.351129315557,965.1512429445065,138412.4130928376,143.41007599033463
2022-05-14,NCU,94820.04297884277,48666.99313158093,21460.063620962846,1709.7053753436426,164947.09973138655,96.47691474224497
2022-02-24,VDU,83855.0709596116,49848.3937773798,31460.443238214513,2077.8341887151923,165163.90797520592,79.4884928124767
2022-06-27,Hydrocracker,90069.3615553441,60372.400975774275,35524.358186064244,1612.4181748672977,185966.12071718264,115.33367932452614
2023-11-01,DCU,107103.23457276044,58229.132411874845,33609.50721545054,2009.1549194336123,198941.87420008585,99.01768762369417
2022-05-15,NCU,88951.43785434296,49414.877226431316,34399.58912044528,1629.2151718752482,172765.90420121956,106.04241059353978
2024-07-24,DCU,87038.51555791718,51576.92736842438,29158.358368669884,2095.0143094554505,167773.80129501142,80.08241305932667
2023-07-13,Hydrocracker,85915.36033920765,47387.666675764485,30643.149676955574,1928.48557108379,163946.17669192769,85.01291331922776
2022-01-14,CDU,80992.35419808705,49483.671790715794,30753.52364445192,1739.187075273012,161229.54963325476,92.70397183002609
2021-02-17,NCU,97027.82184022226,39972.01539880813,38759.05360850187,1581.4623696228625,175758.89084753225,111.13694149386947
2023-08-09,NCU,106852.20619866208,47878.27638335657,26970.036984649683,1442.12969311811,181700.51956666834,125.9945762393973
2023-01-12,VDU,101231.01260509508,46589.44660773201,25889.412904292083,1687.1657907117988,173709.87211711917,102.95957461526805
2021-08-03,CDU,99055.71085094094,50127.000656653385,26842.158919863556,2005.7376393311206,176024.87042745788,87.76066569013442
2024-03-07,Hydrocracker,82627.07710926796,54487.223343897414,38918.73595070981,1524.8844320019218,176033.0364038752,115.44024760799272
2023-10-19,NCU,84622.67960259695,28965.35303585976,27030.904419597216,2056.791564863157,140618.93705805394,68.36810275785511
2024-11-11,CDU,81427.89193332309,32916.20364312911,24777.9579451096,2033.5770259813798,139122.05352156181,68.4124829028412
2024-11-27,CDU,113884.96077118257,48273.224117456586,35860.06671117931,1383.1272177390092,198018.25159981844,143.16705582839865
2021-08-28,CDU,97024.6330341712,44871.55612351351,23564.961984300833,1842.5001133043297,165461.15114198555,89.80251884231824
2021-04-03,NCU,73937.47478981396,48375.119551496355,34069.595872745405,2223.3425467513935,156382.19021405574,70.33652571554997
2023-06-27,NCU,71563.6055006347,50052.033783931045,34025.21736461188,2014.5241135783697,155640.85664917764,77.25936641816368
2022-05-23,DCU,85636.32063784226,40423.66640431021,26776.576459712924,2315.0417716280444,152836.5635018654,66.01892258487572
2022-01-30,VDU,87709.8457994314,38121.6165571968,37540.08749345567,2445.915759373031,163371.54985008386,66.7936126679855
2022-02-24,CDU,82884.16592148885,38279.41728027415,25026.390171978168,2154.8551887922754,146189.97337374117,67.84213349189176
2022-06-25,Hydrocracker,76859.01163549701,58207.30607718766,21952.512697073376,1751.0449236004724,157018.83040975805,89.67150316560598
2021-01-04,CDU,113438.69181248083,41483.61151880571,32499.332764718853,1391.1724849488387,187421.6360960054,134.72206942254033
2023-05-02,CDU,98171.47488849926,39536.667555410175,27039.22643633336,1889.7284156421813,164747.36888024278,87.18044747411872
2021-12-07,CDU,90857.24416800846,49424.26680198786,33463.73620903744,1651.388833628644,173745.24717903376,105.21159138351344
2024-08-20,DCU,93991.27639591854,37143.06471585981,32984.5994043548,2006.0622911327118,164118.94051613315,81.81148772975754
2024-06-28,VDU,85822.730261523,61835.158058008805,24136.914089893613,1916.4667119218022,171794.8024094254,89.64142259332661
2022-12-11,Hydrocracker,70375.2103805691,28888.136699274946,28194.799317462443,1589.9181679327564,127458.14639730648,80.16648212972503
2022-05-21,NCU,78198.4012692475,38867.531661372464,30886.319276432572,1689.0294348504474,147952.25220705252,87.59601766215089
2021-07-17,NCU,88366.68184272469,48252.41976317455,17448.68627502672,2059.7583627335853,154067.78788092596,74.79896218333913
2022-09-25,DCU,88800.30243445074,37454.40705954622,22078.62837784037,2279.478435772213,148333.3378718373,65.07336746161708
2023-08-06,NCU,69948.91699428664,38390.015204283016,27871.443602476793,1778.2265483351132,136210.37580104644,76.59900023907252
2021-09-20,CDU,59766.964528010445,40085.11820773479,23255.756143218314,1833.182407794387,123107.83887896355,67.15525872140681
2024-02-02,NCU,106883.43566565927,38814.24750375644,25168.89676953035,1662.6000242606217,170866.57993894606,102.77070699246049
2021-08-18,CDU,106932.24670096845,64701.82706444638,24289.917063918612,1412.4103879389386,195923.99082933343,138.71605059152512
2024-10-22,CDU,87584.2827056349,48358.777831357605,28108.565218511678,2091.5960925283393,164051.62575550418,78.43370254014826
2021-03-13,DCU,87339.28384207809,57386.63591687805,28076.570323508615,2237.377523634282,172802.49008246473,77.23439082456373
2021-12-24,DCU,88009.47181236168,54227.05756061658,15000.0,2243.514693140767,157236.52937297826,70.08491179206759
2024-06-22,CDU,81910.98094185772,45863.60221544942,34448.99106740935,1818.272529678471,162223.5742247165,89.2185145938507
2024-05-16,NCU,62323.84963686617,49300.56203500629,37640.38264135082,2120.3482293431234,149264.79431322328,70.39635860165525
2021-08-15,NCU,74149.61635472595,56425.33073342673,29741.308764878166,1715.902965354708,160316.25585303083,93.42967469019473
2022-03-28,NCU,91734.80700071654,39666.17216390087,26343.421239671698,1574.4278072871914,157744.4004042891,100.19157415422538
2023-08-12,VDU,65375.3567809668,58503.601940721775,25887.003632028875,2375.7074275385326,149765.96235371745,63.04057503784873
2021-02-16,DCU,91012.85191861729,42561.77062137446,24982.026081964555,1816.9583111204133,158556.6486219563,87.26487980023249
2022-05-24,NCU,102180.93018085444,40771.42899304192,25640.852362205922,1785.0137522612458,168593.2115361023,94.44925078169807
2023-03-09,VDU,106196.19050262953,48061.98434616285,33671.49523033393,1584.1455847895236,187929.6700791263,118.6315651058646
2024-03-19,DCU,100067.8959524713,36039.854552957244,33698.66381735429,1429.7716016632944,169806.41432278283,118.76471327675144
2022-01-14,VDU,80109.07313636199,33859.736082054296,29740.559832535124,1898.222917657101,143709.3690509514,75.70731957462931
2021-01-22,NCU,100716.43761126933,49700.18909902743,40995.56065193865,2143.540584008819,191412.1873622354,89.2972070555618
2022-04-11,NCU,95979.14938717936,41865.05601843335,31242.11968797011,1169.7297229919968,169086.32509358283,144.55161886549726
2022-06-20,VDU,79603.99962865235,41964.886453048,23715.500883262994,1613.3085973705322,145284.38696496334,90.05368669190545
2024-06-13,NCU,94931.3131044508,46318.97833470764,34065.61819086194,1458.876271972621,175315.90963002038,120.17188366013164
2024-07-02,Hydrocracker,114114.7964945923,58650.0626646988,27866.46780209735,1781.3680113297617,200631.32696138846,112.62766912021762
2024-11-08,DCU,90619.12905112417,43784.41758857743,25364.17029686913,1872.057033981658,159767.7169365707,85.34340249066156
2024-01-24,Hydrocracker,82387.55942974384,46875.04308411224,33943.99376763553,1689.7736485157593,163206.59628149163,96.58488663546555
2021-12-23,NCU,90844.95976648437,37591.89003906591,24826.991948509505,1824.8853381859467,153263.8417540598,83.9854639340869
2022-12-13,DCU,81426.56297925432,50603.07688771861,34859.91289772319,1574.9921027583555,166889.55276469613,105.96215211010572
2023-02-28,CDU,96973.59222475986,43969.90070414062,32616.504229863116,1556.9680687670182,173559.9971587636,111.47306142007643
2022-06-24,VDU,83553.43666904118,44155.93571609232,29932.419601284815,1763.5760765931464,157641.7919864183,89.38757679847228
2021-01-06,DCU,86941.64532117326,51540.09967995104,25141.07470694461,2059.3163737244486,163622.8197080689,79.45492096104842
2021-11-02,Hydrocracker,91896.02887250282,55697.56565426121,32338.383736230557,2046.5249305624432,179931.97826299458,87.92073606137022
2023-09-10,DCU,99371.68183689477,41797.007183231064,30551.124571538185,1390.0324974013959,171719.81359166402,123.53654602513726
2021-08-06,VDU,92689.3236609968,35459.339548018754,32731.984906849444,2365.7683604279905,160880.648115865,68.00355047725812
2022-12-05,VDU,83363.10430408968,39928.62627233916,31766.181832657396,999.9651125465102,155057.91240908625,155.06332217352656
2021-03-24,DCU,96711.83013750683,41565.83459425249,33448.6196591617,2119.0818440532335,171726.284390921,81.03806130604886
2022-08-13,CDU,88412.07691856285,31259.86503620488,34482.89742336414,1934.8371891794618,154154.83937813187,79.67328736507636
2024-10-14,Hydrocracker,79601.113117414,30227.093185513186,35402.22806600757,2147.0453820171297,145230.43436893477,67.64199563983696
2022-11-28,Hydrocracker,100296.3244437064,51603.76243942137,35530.14381403588,1551.0591438322265,187430.23069716367,120.84015715485667
2023-06-15,DCU,94114.80148884334,42519.98760678504,27664.58374489776,1485.497981827205,164299.37284052614,110.60221881852253
2022-10-17,NCU,87296.61583020519,54088.88505435529,35160.06584589277,2330.2382049818398,176545.56673045325,75.76288396311361
2024-11-08,DCU,75676.81746058227,49561.31899324825,23632.327515655208,1676.8625021052942,148870.46396948572,88.77917168675395
2022-07-16,CDU,75500.56544099061,62764.902558567795,31838.330510477874,1555.6336472813966,170103.7985100363,109.34695248287235
2023-05-06,Hydrocracker,88338.83448390281,50748.6422457737,40870.07043076985,1549.6410433879407,179957.54716044635,116.12853694621417
2021-02-22,VDU,89221.08033655268,56068.387080135,35617.566975140166,1728.9505030029338,180907.03439182785,104.63401588282535
2021-09-11,NCU,92260.81211935815,41909.09679869721,30282.942406511123,1883.155551520442,164452.85132456647,87.32834161882633
2024-11-22,CDU,83954.32384578796,44248.88572303346,36775.88994695713,2459.4778659870763,164979.09951577854,67.07891207208182
2021-10-08,NCU,71554.88013798566,47402.24954034217,29060.16683156447,1596.0030613050867,148017.2965098923,92.74248909576359
2022-02-09,CDU,83221.8595527215,42160.23505430012,30605.96680003026,1661.6598723064535,155988.06140705186,93.87484406813887
2023-08-19,Hydrocracker,70958.75403922173,49859.27383166082,31257.465272793725,1769.5811892052147,152075.49314367629,85.93869220093772
2023-04-09,DCU,95008.12597795608,40709.66036818715,36656.011891887436,1996.5274733017638,172373.79823803066,86.33680254495418
2023-03-27,Hydrocracker,88865.4164851025,43047.51034275775,22645.48146702977,2356.4955099181543,154558.40829489002,65.58824646360482
2024-10-26,CDU,95864.88012070296,53875.956571485745,38255.810872337606,1807.557035190098,187996.6475645263,104.00592839094284
2024-08-02,Hydrocracker,93577.24924357072,35410.98789071263,26052.068253885944,2193.574059358886,155040.3053881693,70.6793120235397
2021-11-06,Hydrocracker,89911.86145531644,49389.46345596385,28742.877909777806,1935.353334042411,168044.2028210581,86.8286942054456
2024-11-20,CDU,72204.87253523406,52281.42224417022,33949.69090511994,1712.234498752976,158435.9856845242,92.53170976283533
2021-02-10,NCU,87253.58065322187,41482.275163131824,19934.971558874953,1381.5264074912714,148670.82737522863,107.61345318414983
2021-08-08,DCU,89421.14683211243,35423.345898297855,38171.8881804427,1513.8020669740267,163016.38091085298,107.6867210498068
2023-03-25,VDU,95293.49123897507,37179.87428797908,37059.69371987585,2009.0157901303041,169533.05924683,84.38612582324907
2022-09-02,CDU,100702.66657767675,38427.16627642148,21315.597440356574,1904.9186496116622,160445.4302944548,84.22691978324812
2023-10-20,DCU,91590.92853333021,46294.98201308548,29930.348321295813,1460.6418269318401,167816.2588677115,114.89213561699718
2022-10-12,VDU,85795.88236499771,38486.129638114406,38696.15172369055,1857.0525890864205,162978.16372680268,87.76173851219798
2024-02-24,Hydrocracker,88304.39761201122,57583.87028267973,25094.35200575153,1479.8996145711976,170982.61990044249,115.5366338479552
2021-03-09,Hydrocracker,78208.1654912582,42990.691824090696,33062.09396546238,1754.3321128245466,154260.95128081128,87.93144134632799
2023-03-23,CDU,111770.08724430494,47504.03779057389,27787.573804694235,1851.871131843618,187061.69883957307,101.01226571491777
2021-05-10,VDU,85415.90369726619,49807.46806220666,25275.742018375502,1737.6532466911517,160499.11377784837,92.36544407434084
2021-03-21,DCU,82285.22446774521,51291.27909563134,34483.51254926517,1933.1571484986412,168060.01611264172,86.93551698223972
2022-04-30,CDU,77737.43352942794,45694.173655932726,33957.58996677318,1853.846649848471,157389.19715213386,84.8987143381026
2023-12-22,DCU,85086.76215248366,34940.06648603907,42609.16073779761,2494.8580443447136,162635.98937632033,65.18847424805584
2022-10-21,Hydrocracker,92900.34888954718,41193.03269751137,31573.798425129615,2169.0872446380695,165667.18001218815,76.37644839861254
2023-03-31,NCU,89510.45135870327,65651.20144992773,26207.974391047654,1151.481952296863,181369.62719967868,157.5097437158267
2021-09-28,Hydrocracker,106488.39035892875,36941.93482894228,31301.814115799913,1958.997848335164,174732.13930367093,89.19465605955892
2024-12-07,Hydrocracker,88879.81406336307,38691.75941740493,21463.808305834064,1808.599074911608,149035.38178660205,82.40376977627608
2024-01-17,VDU,54609.94012414806,51895.494633572496,35411.46062998601,2125.460681690066,141916.89538770658,66.76994620990165
2022-07-13,VDU,87562.15583447674,61441.171242441094,25102.477716709593,1590.259210657591,174105.80479362744,109.48265768675073
2023-12-13,DCU,87598.90580675623,34685.60683851247,28906.86904409138,982.3689557279677,151191.38168936007,153.90488553999785
2021-05-25,Hydrocracker,106214.69878796453,45738.1192644173,33173.658228594235,1735.1379283717774,185126.47628097606,106.69265725445553
2023-08-25,VDU,94144.87273706376,35293.790576071,23719.215111447968,1865.8143940282944,153157.87842458274,82.08634198277075
2021-01-11,Hydrocracker,112400.97534754375,54560.24888711696,37769.30876319517,2003.2760977900762,204730.5329978559,102.19786140497827
2021-07-10,DCU,89592.75610444933,51473.200515743636,23613.09149582532,1797.4181165371942,164679.0481160183,91.61977761372506
2021-04-07,Hydrocracker,68384.70841866737,58683.127646386,28087.234351201132,2231.5050471010945,155155.07041625452,69.52933878317394
2023-10-13,Hydrocracker,106754.65208228823,46463.5422894753,35830.184099214806,1949.205468606958,189048.37847097835,96.98740410680557
2024-02-21,Hydrocracker,87843.8798876244,37017.155711122956,38043.61614774859,1929.5205467368073,162904.65174649592,84.42752891229856
2021-08-24,Hydrocracker,101852.12797004895,46638.68978124657,29215.97202786831,2036.4077049656842,177706.78977916384,87.26483864003963
2023-10-08,DCU,87965.66425113569,41079.18484033868,26483.187743879636,1522.4898464009639,155528.036835354,102.15374322725961
2022-05-03,Hydrocracker,68120.26997426707,52363.13225852164,32922.29627266038,1960.7437343751544,153405.69850544908,78.23852542073077
2023-10-03,CDU,99673.16958343655,38861.86195965466,35247.10777363444,2009.65001746777,173782.13931672566,86.47383266052329
2022-10-26,NCU,111979.94887718718,39754.52859811876,24499.198932704807,2018.823886093715,176233.67640801077,87.29522055983337
2022-04-15,DCU,101208.71600921472,51255.84208795285,26167.92983950839,2239.7145379971066,178632.48793667596,79.75681048015178
2023-11-17,DCU,104579.11067228908,42591.023722463244,23658.037231224193,1752.4030473307166,170828.1716259765,97.48223839611796
2024-01-06,CDU,89606.49762777863,41157.51818348282,35223.989904206355,1747.3492822729913,165988.00571546782,94.99417626425948
2021-08-21,Hydrocracker,100448.47124727022,39930.38065162219,30426.953444851057,2217.9389912760234,170805.80534374347,77.01104765080827
2022-07-21,NCU,84545.33258761207,33594.2066886605,25704.862470167773,1163.5745842236636,143844.40174644033,123.62284609577756
2022-10-20,CDU,65141.88871965984,38547.42364403636,30639.58994410403,2124.1929762505383,134328.90230780022,63.23761720788063
2022-12-07,Hydrocracker,112792.78068024489,41572.556048875675,23498.386082126668,1666.6165248655288,177863.72281124725,106.721444410014
2022-08-16,Hydrocracker,94550.44791020769,42036.13911826986,38913.325207712034,1696.1336923575732,175499.9122361896,103.47056545539766
2023-12-11,DCU,77908.78070944727,39066.283314964865,31218.878346108206,1339.2103589241774,148193.94237052032,110.65770316290592
2021-03-30,Hydrocracker,86370.14562171392,56131.6769335916,19217.63886707757,1686.8834290813197,161719.4614223831,95.8687830079971
2022-08-15,CDU,82370.68367996509,40872.959332790866,41018.978422278255,1995.28325058297,164262.6214350342,82.3254650120683
2022-05-21,NCU,102456.57451176282,42749.4954418381,31214.599304948435,1683.9408340308553,176420.66925854937,104.76654861813083
2021-12-15,CDU,81865.11692605955,48138.16880275527,32811.32513110949,1982.5213903427994,162814.6108599243,82.12502102273504
2022-07-09,VDU,96010.3324874101,52472.08198463302,23492.352071672667,1995.9447621956965,171974.76654371578,86.16208714840886
2021-01-23,NCU,100109.15659505696,49588.719673137755,25582.52547932639,1645.834476017607,175280.40174752113,106.4994106647004
2024-11-02,Hydrocracker,104459.01505323399,46763.510971886564,20106.67089786731,1726.707062360281,171329.19692298785,99.223082280554
2021-09-02,VDU,72949.77311953169,34897.07059061072,34026.79720251059,1898.447594376841,141873.640912653,74.7313970282243
2023-07-11,Hydrocracker,75297.01574958576,33239.924749300066,27835.93367149396,1472.1441504177756,136372.87417037977,92.63554396604361
2021-04-08,NCU,81384.0948329487,43499.9765280265,25621.023170641078,1319.9732427298982,150505.09453161628,114.02132229616237
2021-04-21,DCU,88002.59241476182,43061.5060175798,22860.408427261806,2257.5252588396506,153924.50685960343,68.1828503388349
2023-08-09,DCU,98947.37438010504,37896.851076727646,34774.67542028327,1884.3523861197837,171618.90087711596,91.0757999094372
2021-03-13,NCU,89448.24775228793,53348.86269513143,19858.817829585438,2217.9709872446897,162655.9282770048,73.33546255222515
2021-07-28,Hydrocracker,84427.15837105982,48439.65342649964,32947.73273013522,1400.8281032304694,165814.5445276947,118.36894487289871
2023-01-04,CDU,80507.03043234348,39936.33953546608,22890.55965492386,1692.9861166789467,143333.9296227334,84.66338158986503
2021-07-12,VDU,97583.6107324762,35571.115482943685,28746.3339177111,1689.1428614916413,161901.060133131,95.84805632731388
2022-07-30,NCU,82498.51161094701,55123.759314255854,28134.190403476736,1952.3100445778753,165756.4613286796,84.90273447551675
2021-12-26,CDU,112620.11777250249,51143.38889997831,28274.29558003862,2158.0530970695127,192037.8022525194,88.98659746291392
2024-05-17,VDU,89048.43821324036,43595.31847435775,33413.75318880608,2044.2536716324219,166057.5098764042,81.23136192965735
2024-12-17,DCU,95739.86269090728,39231.6840120382,34922.321575175185,1917.6385152114456,169893.86827812067,88.59535670068014
2023-03-25,NCU,102474.07227501515,43669.289107943034,28417.49956647056,1821.9691680837732,174560.86094942875,95.80889951777853
2024-10-15,DCU,101401.04485823803,53542.13543362134,18667.79955544749,1317.8373028849062,173610.97984730685,131.73931218007814
2023-06-04,NCU,95880.44329406455,39872.37483988505,20653.372284605968,2201.8294135466313,156406.19041855558,71.03465393652901
2021-06-13,DCU,83535.74900653462,44162.04449690307,28292.91395363361,2145.982162017314,155990.7074570713,72.68965708010985
2024-06-01,NCU,87933.72785378157,30846.60868517496,30230.684786305963,1483.4127166122487,149011.0213252625,100.45149246500137
2021-03-17,DCU,73259.85075429757,44864.79074251804,28813.19227462574,1993.5076113656378,146937.83377144134,73.70818798669279
2022-04-02,DCU,110727.35048718218,33770.70501337135,32769.026841526524,1429.0988616596564,177267.08234208004,124.04116125053402
2021-01-12,DCU,107227.9623717516,43672.75050630262,33129.91298303261,1640.6380877407412,184030.62586108682,112.17015333010356
2021-07-27,DCU,96505.66309398056,40218.68482899988,36410.851675249614,2333.945410507424,173135.19959823004,74.18134066837005
2024-10-25,VDU,73064.078663248,54985.0849223918,16354.877408283202,1870.886165215258,144404.040993923,77.18483554947254
2023-06-11,NCU,90494.45800155099,54854.68584804053,42017.59170585236,1979.956293302627,187366.73555544388,94.63175333174173
2022-10-25,VDU,99718.19407490946,40710.04492835999,26660.330616418425,1732.5301125943006,167088.56961968789,96.44194257004197
2021-04-12,VDU,78343.78982089026,47024.45901206683,22287.22191547028,1869.2907024960075,147655.47074842738,78.990106007197
2021-12-25,VDU,106940.4296844998,63761.78390672855,26121.46911969529,2116.5987188160716,196823.68271092366,92.99055175702733
2022-09-27,Hydrocracker,81832.77660161696,35850.2896366388,23999.716767402773,2071.3993241188346,141682.78300565854,68.39955065927708
2023-10-23,Hydrocracker,87287.76188903241,42769.2762726259,36129.8541226089,2163.457664260367,166186.8922842672,76.81541221241434
2022-07-01,CDU,91394.05230997209,44050.692034674765,33272.382285335414,1680.6267150828935,168717.1266299823,100.3894113522173
2021-02-05,VDU,83209.89035498549,46791.8835960152,34235.615844534055,1565.7490777793141,164237.38979553472,104.8938122502176
2023-03-22,NCU,75662.14010638563,36219.718961934814,26817.785650629703,2044.8314854855057,138699.64471895015,67.82937650533027
2024-02-14,VDU,71539.00470078539,45209.62680597099,32413.610216525507,1518.301615597928,149162.24172328188,98.24282618874757
2022-11-16,NCU,97608.57562987588,43533.39490152693,33364.58703501706,1828.366132342137,174506.55756641985,95.44398929708731
2024-06-20,VDU,75566.92309703339,35059.781144548666,29129.664686648954,1684.9551494909463,139756.368928231,82.94367299358312
2024-02-07,DCU,62155.1015271754,44837.64363044433,32494.71029772607,2041.569543099823,139487.4554553458,68.32363655051134
2021-06-27,CDU,102334.64363486109,44541.9330416793,23488.788603321373,2382.969776859339,170365.36527986178,71.49287705377307
2022-11-03,Hydrocracker,98802.48160582267,43207.737151549285,30126.04784696085,1668.3953915583784,172136.26660433278,103.17474351421427
2021-03-21,VDU,93597.69753320623,37152.311059635285,15000.0,1851.370223265542,145750.0085928415,78.72547951849423
2024-01-15,DCU,88062.53106584647,35286.885095745456,32113.119484038925,2283.796392806646,155462.53564563085,68.07197705333833
2021-11-08,Hydrocracker,85226.96066800784,53853.503575694,41125.3756839916,1755.1571832917436,180205.83992769342,102.6721946291573
